Anno,Nil,eastas M,eastas F,noraf M,noraf F,ssaf M,ssaf F,seas M,seas F,ita M,ita F,southas M,southas F,soam M,soam F,eu15 M,eu15 F,westas M,westas F,noram M,noram F,eun13 M,eun13 F,otheu M,otheu F,ocean M,ocean F,other M,other F
2004,Maciachini - Maggiolina,207,212,219,72,49,49,270,364,10328,12026,122,67,260,401,106,125,24,12,12,13,45,69,86,119,1,0,0,0
2004,Greco,120,113,188,33,64,33,173,201,5632,6352,85,38,218,261,14,34,21,7,2,2,52,52,40,64,0,0,0,0
2004,Niguarda - Cà Granda,92,81,350,186,94,100,59,89,15564,17848,95,73,169,273,40,72,19,10,7,5,53,63,51,118,1,1,0,0
2004,Bicocca,23,24,100,48,32,37,11,11,2632,2798,21,13,67,97,8,13,9,8,1,1,12,16,16,27,0,0,0,0
2004,Vle Monza,134,136,275,97,92,49,227,288,10480,11187,127,63,313,434,35,54,14,9,4,5,80,81,112,134,0,2,1,0
2004,Adriano,121,104,100,28,44,19,111,135,5004,5125,53,34,88,132,14,23,19,8,0,2,33,41,40,44,0,0,0,0
2004,Parco Lambro - Cimiano,41,42,197,69,19,30,159,190,8515,9872,51,28,175,272,44,73,23,6,3,2,39,57,45,60,0,0,0,0
2004,Padova,235,202,725,189,133,94,545,632,12993,14692,323,155,540,783,50,102,40,21,4,2,152,128,137,176,1,1,1,0
2004,Loreto,394,422,1471,272,288,119,800,1010,14248,16340,707,240,779,1049,109,141,43,15,12,8,155,167,196,253,2,2,0,0
2004,Buenos Aires - Venezia,222,233,485,148,114,139,527,765,25515,29444,443,212,495,827,297,367,53,47,48,53,116,202,208,299,4,8,0,0
2004,Città Studi,99,89,343,104,89,137,288,408,15209,18202,151,94,472,661,117,151,33,27,20,15,121,125,76,143,0,3,0,0
2004,Lambrate,66,56,232,38,60,43,110,137,3312,3599,56,50,117,155,13,9,13,3,7,2,23,41,35,27,0,1,0,0
2004,Parco Forlanini - Ortica,0,0,44,13,4,1,1,2,367,310,5,4,10,17,0,2,1,0,3,2,7,4,9,4,0,0,0,0
2004,Corsica,55,60,122,28,40,26,159,200,7303,8993,42,27,157,313,48,84,9,5,14,1,31,57,58,91,0,0,0,0
2004,XXII Marzo,63,87,202,74,39,71,191,290,13428,15905,137,67,204,385,136,212,21,19,21,25,38,67,78,127,2,5,0,0
2004,Porta Romana,66,86,157,47,24,28,167,208,7099,8045,71,31,110,216,65,103,10,8,10,8,33,50,52,87,1,1,0,0
2004,Umbria - Molise,51,61,565,256,101,199,294,343,8745,10335,93,55,224,354,44,55,28,21,11,6,43,41,83,111,0,1,0,0
2004,Ortomercato,19,19,136,41,18,27,81,96,1394,1657,13,12,41,64,5,3,0,0,0,1,40,24,14,15,0,0,0,0
2004,Mecenate,18,24,176,114,35,37,72,83,7911,9332,47,27,150,228,14,28,14,13,2,5,46,43,35,68,4,3,0,0
2004,Parco Monlué - Ponte Lambro,4,3,203,106,66,19,38,42,1749,1744,28,23,92,134,4,20,8,5,4,3,25,34,25,16,0,0,0,0
2004,Triulzo Superiore,1,1,152,18,12,3,6,11,293,291,61,34,32,45,1,2,0,0,0,0,22,16,11,13,0,0,0,0
2004,Rogoredo,5,3,87,23,16,44,19,27,2699,2837,38,24,64,96,6,12,5,6,1,1,27,15,22,23,0,0,0,0
2004,Chiaravalle,0,1,22,8,0,6,2,3,531,523,11,0,3,7,1,1,2,0,0,0,2,1,0,1,0,0,0,0
2004,Lodi - Corvetto,102,104,739,324,110,141,286,357,13868,16103,225,133,374,574,42,79,28,17,10,5,90,121,129,164,0,1,0,0
2004,Scalo Romana,38,29,446,121,34,36,157,211,3986,3999,156,74,184,268,11,20,9,3,2,0,35,30,38,48,0,0,0,0
2004,Ex OM - Morivione,32,34,88,28,12,7,66,82,2594,3236,52,39,48,90,5,19,3,3,1,1,16,18,19,17,0,0,0,0
2004,Ripamonti,27,27,82,28,6,14,43,76,5912,6319,74,37,94,147,15,31,4,1,7,8,41,45,42,47,0,0,0,0
2004,Quintosole,0,0,3,0,0,0,1,1,503,156,5,3,0,3,1,1,1,0,1,0,3,0,6,12,0,0,0,0
2004,Ronchetto delle Rane,0,0,6,0,0,1,2,1,305,298,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
2004,Gratosoglio - Ticinello,13,17,205,165,38,56,32,39,8578,9359,43,38,52,85,8,24,4,9,2,2,18,30,37,51,0,0,0,0
2004,Stadera,49,59,444,175,81,63,241,271,11054,12504,157,54,293,380,24,55,23,17,4,6,42,58,114,122,0,1,0,0
2004,Tibaldi,23,39,299,128,31,30,137,165,4898,5630,53,21,123,182,21,40,5,3,5,5,20,33,38,52,0,2,0,0
2004,Navigli,32,27,204,76,44,53,165,212,6503,7614,90,52,149,230,56,101,5,6,19,26,20,46,32,68,0,0,0,0
2004,S. Cristoforo,13,15,205,92,23,31,105,155,5038,5645,41,29,160,214,22,45,7,6,5,1,39,44,73,56,0,2,0,0
2004,Barona,7,12,211,172,26,38,15,26,8210,9048,31,29,40,94,8,36,2,2,4,3,14,17,11,34,1,0,0,0
2004,Cantalupa,14,5,2,3,4,2,0,1,164,163,0,0,0,0,3,2,3,1,0,1,3,3,0,1,0,0,0,0
2004,Ronchetto S/N,20,31,164,63,27,23,45,66,6727,7142,57,28,125,186,23,35,12,2,3,3,42,48,46,50,0,1,0,0
2004,Giambellino,100,88,861,308,105,170,269,397,11700,13969,169,106,344,524,57,56,33,19,1,4,79,100,103,144,0,2,1,0
2004,Tortona,30,33,119,42,16,22,80,110,6499,7728,60,41,87,182,67,80,7,9,6,10,30,32,32,58,1,2,0,0
2004,Washington,70,75,91,38,22,41,132,207,10957,13253,70,62,115,307,146,203,28,36,24,37,23,42,60,135,2,3,0,0
2004,Bande Nere,198,190,325,88,57,55,319,442,18398,21959,127,95,294,468,122,147,144,138,18,27,89,119,76,163,1,1,0,0
2004,Lorenteggio,48,50,121,76,16,19,59,76,5742,6677,37,25,72,139,19,27,4,5,0,0,47,34,25,40,2,0,0,0
2004,Muggiano,0,1,10,7,5,3,0,2,1050,1082,5,0,15,23,1,7,0,0,0,0,1,4,1,5,0,0,0,0
2004,Baggio,44,48,283,137,80,50,181,216,12856,14243,103,63,279,386,14,31,4,3,4,4,69,62,66,96,0,0,0,0
2004,Forze Armate,79,85,286,141,77,79,185,236,10515,11674,62,48,161,285,24,38,13,9,3,3,31,41,48,72,0,0,0,0
2004,Selinunte,121,115,1451,555,238,274,306,397,8920,11195,189,113,314,507,38,90,51,46,6,6,95,104,76,125,0,0,0,0
2004,De Angeli - Monte Rosa,68,89,89,25,22,28,116,189,8628,10325,74,70,129,272,147,211,23,16,18,15,40,52,65,86,0,1,0,0
2004,Tre Torri,2,4,0,0,2,4,6,15,603,665,3,2,6,13,15,17,0,0,2,0,0,4,1,5,0,0,0,0
2004,S. Siro,58,55,63,27,14,24,79,112,5171,5541,24,21,71,133,272,283,10,6,12,10,23,22,34,56,0,0,0,0
2004,Quarto Cagnino,29,35,80,48,8,15,35,48,4379,4521,28,20,33,55,7,8,1,0,2,2,6,10,10,16,1,0,0,0
2004,Quinto Romano,4,4,32,7,5,7,10,17,2389,2483,12,4,24,41,10,10,1,2,0,0,13,15,11,13,0,0,0,0
2004,Figino,0,2,24,5,0,1,5,4,747,802,3,2,4,15,1,1,1,0,0,0,12,7,5,7,0,0,0,0
2004,Trenno,0,0,3,1,22,10,3,5,2112,2161,0,0,10,16,4,6,1,0,0,0,1,4,3,5,0,0,0,0
2004,Gallaratese,40,32,98,54,49,44,29,77,15775,17171,32,26,134,228,29,47,30,14,1,7,46,47,59,69,0,2,0,0
2004,QT 8,9,5,17,18,3,4,20,25,1680,2070,26,14,13,31,13,16,5,4,0,2,3,8,6,16,0,0,0,0
2004,Portello,27,22,30,5,15,16,37,46,3345,3867,36,22,56,90,36,44,6,3,2,5,8,13,16,32,0,1,0,0
2004,Pagano,30,19,15,5,27,55,112,225,7167,8145,70,72,63,220,142,175,3,11,21,23,18,34,39,72,1,5,0,0
2004,Sarpi,810,661,163,48,51,56,218,317,11460,13538,126,84,199,357,165,208,12,13,19,18,50,81,96,105,2,0,0,0
2004,Ghisolfa,224,202,171,37,38,39,142,158,6820,8155,81,54,143,229,47,78,24,16,12,11,27,42,54,56,0,1,1,0
2004,Villapizzone,483,396,762,196,223,96,429,524,13811,16084,257,164,552,753,57,71,71,29,7,8,114,137,116,158,0,0,0,0
2004,Maggiore - Musocco,15,19,57,15,14,7,8,12,1913,2153,17,13,43,60,2,2,4,3,1,1,81,54,19,31,0,1,0,0
2004,Cascina Triulza - Expo,3,2,0,0,0,0,0,0,108,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,Sacco,1,1,1,0,0,0,0,0,130,111,0,0,8,7,0,1,0,0,0,0,1,2,0,2,0,0,0,0
2004,Stephenson,2,2,0,0,0,0,0,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,Quarto Oggiaro,227,203,560,341,188,143,84,97,12647,14214,162,127,211,298,6,27,44,23,11,1,49,56,95,131,0,2,0,0
2004,Bovisa,227,209,456,104,52,34,109,156,4356,4844,93,57,200,285,16,24,33,13,2,2,50,44,82,63,0,0,0,0
2004,Farini,64,55,235,41,18,16,54,66,1228,1297,47,9,64,80,6,10,5,6,0,1,6,16,13,21,0,0,0,0
2004,Dergano,302,282,794,125,94,55,220,279,7076,7775,311,123,303,398,21,41,39,11,4,2,82,64,94,89,0,1,0,0
2004,Affori,295,296,446,65,91,36,190,218,8098,8834,131,85,257,356,19,42,52,19,1,3,89,55,69,91,0,0,0,0
2004,Bovisasca,35,34,38,31,11,8,12,14,3292,3594,7,9,50,74,3,5,3,3,0,0,12,15,13,24,0,0,0,0
2004,Comasina,96,90,150,43,29,19,20,29,3477,4008,86,43,94,115,7,10,41,26,1,0,30,34,40,58,0,0,0,0
2004,Bruzzano,45,30,203,89,21,32,23,37,5083,5404,60,32,98,150,7,13,3,5,3,2,35,37,49,48,0,0,0,0
2004,Parco Nord,10,15,2,0,3,0,0,0,52,48,3,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2004,Parco delle Abbazie,0,0,16,1,0,0,0,1,85,80,1,0,1,4,0,0,0,0,0,0,16,4,31,20,0,0,0,0
2004,Parco dei Navigli,0,0,3,0,4,2,0,0,122,99,0,0,0,0,1,1,0,0,0,0,10,4,4,0,0,0,0,0
2004,Parco Agricolo Sud,0,0,0,0,0,0,0,0,103,98,0,0,1,1,0,0,0,0,0,0,0,2,6,2,0,0,0,0
2004,Parco Bosco in Città,1,0,1,0,14,0,4,2,123,121,1,0,6,6,1,0,1,0,1,0,7,4,66,41,0,0,0,0
2005,Duomo,31,46,38,29,50,83,153,309,7831,8125,148,134,93,278,171,199,19,21,32,35,11,58,52,137,2,2,1,0
2005,Brera,23,37,58,23,36,61,119,259,7602,8629,104,97,54,229,191,245,13,14,41,42,25,60,71,158,6,6,2,0
2005,Giardini Porta Venezia,0,0,0,0,0,0,2,2,18,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Guastalla,21,35,25,14,28,62,138,257,6386,7310,156,134,93,264,103,140,18,12,26,21,21,42,42,116,2,1,1,1
2005,Vigentina,46,38,181,30,28,26,65,143,5754,6731,114,80,102,180,61,95,8,8,10,20,15,41,48,88,1,1,0,0
2005,Ticinese,122,102,356,66,59,42,184,252,8648,9842,128,69,194,308,98,127,21,17,16,19,51,70,46,109,0,3,0,0
2005,Magenta - S. Vittore,29,26,36,25,31,52,106,228,7568,8668,159,124,80,250,213,275,14,11,15,28,16,36,39,92,2,3,0,0
2005,Parco Sempione,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Garibaldi Repubblica,45,59,56,18,8,18,24,35,2410,2609,63,24,65,101,25,40,1,2,2,4,11,26,17,27,0,1,0,0
2005,Centrale,227,199,133,62,39,40,207,287,6718,7269,370,99,205,356,85,108,33,23,10,11,43,58,68,118,2,4,1,1
2005,Isola,271,246,538,120,83,62,259,350,8762,9848,251,142,277,389,92,113,31,10,11,13,52,82,76,138,0,0,0,0
2005,Maciachini - Maggiolina,274,247,241,85,44,44,285,391,10189,11831,143,84,296,472,109,143,23,11,13,20,58,72,103,139,0,0,0,0
2005,Greco,144,123,214,40,71,44,210,252,5599,6289,117,52,231,293,18,37,24,9,2,3,66,76,50,80,0,0,0,0
2005,Niguarda - Cà Granda,87,75,407,220,105,106,81,106,15587,17745,93,71,213,327,43,76,26,14,6,5,64,81,83,150,1,1,0,0
2005,Bicocca,18,17,106,49,29,40,11,12,2700,2818,20,17,75,92,13,14,19,9,1,2,15,20,21,27,0,0,0,0
2005,Vle Monza,147,155,314,112,110,58,266,325,10554,11168,150,80,400,547,37,60,11,10,6,6,76,95,149,158,0,1,1,0
2005,Adriano,138,120,122,41,51,28,135,160,4978,5089,52,41,110,154,16,23,20,9,0,2,45,60,49,64,1,0,0,0
2005,Parco Lambro - Cimiano,58,53,205,78,22,40,167,216,8371,9719,61,32,188,282,47,73,23,8,3,2,45,61,51,86,0,0,0,0
2005,Padova,260,223,813,214,154,115,674,736,12733,14400,352,197,654,914,55,110,45,23,5,1,176,152,179,217,0,1,0,0
2005,Loreto,455,491,1634,332,301,134,923,1144,14102,15961,796,279,881,1139,115,162,60,25,15,9,169,200,233,297,1,4,0,0
2005,Buenos Aires - Venezia,242,251,521,174,133,172,543,799,25446,29279,483,240,527,823,332,402,55,45,54,63,111,224,239,369,6,10,0,0
2005,Città Studi,100,98,383,120,96,136,320,444,15004,17960,175,101,519,752,122,162,52,36,20,17,125,150,107,186,1,2,0,0
2005,Lambrate,73,61,254,49,58,42,118,143,3555,3852,56,44,133,170,17,11,14,5,8,2,31,56,41,30,0,1,0,0
2005,Parco Forlanini - Ortica,0,1,52,13,3,2,0,2,356,308,8,5,18,23,0,3,2,0,3,2,15,7,13,5,0,0,0,0
2005,Corsica,54,67,153,38,43,29,171,209,7247,8902,51,29,184,362,53,86,12,6,12,1,31,62,68,120,2,0,0,0
2005,XXII Marzo,81,95,220,85,42,68,203,320,13362,15689,168,81,225,422,162,241,26,19,25,29,38,90,77,173,2,4,0,0
2005,Porta Romana,76,95,153,49,20,24,172,216,7067,7933,75,29,117,235,74,123,13,9,8,7,29,54,52,100,0,1,0,0
2005,Umbria - Molise,60,66,621,287,113,204,312,377,8653,10181,106,65,255,422,48,58,28,23,12,6,45,60,104,146,1,1,0,0
2005,Ortomercato,20,19,156,56,20,28,77,101,1383,1623,24,11,61,80,5,3,2,0,0,1,43,28,20,20,0,0,0,0
2005,Mecenate,23,23,195,133,45,48,110,115,7865,9262,60,38,186,290,15,29,14,15,3,5,53,54,39,74,4,3,0,0
2005,Parco Monlué - Ponte Lambro,4,5,229,113,66,16,42,55,1704,1698,38,27,98,154,3,19,8,5,4,1,30,40,27,29,0,0,0,0
2005,Triulzo Superiore,1,2,175,23,13,4,12,13,274,276,72,39,53,65,2,2,0,0,0,0,25,20,12,13,0,0,0,0
2005,Rogoredo,7,3,98,22,15,41,30,40,2719,2818,49,31,77,119,7,15,5,3,2,1,26,16,24,31,0,0,0,0
2005,Chiaravalle,0,1,20,7,0,6,1,1,538,523,11,4,2,9,1,1,2,0,0,0,6,4,0,1,0,0,0,0
2005,Lodi - Corvetto,108,120,848,372,175,152,331,419,13713,15854,255,153,451,665,50,91,32,19,12,5,112,132,152,196,0,0,0,0
2005,Scalo Romana,55,42,471,146,48,36,177,218,3939,3975,157,70,210,291,12,19,7,6,2,0,39,54,53,65,0,1,0,0
2005,Ex OM - Morivione,39,36,103,36,10,9,79,95,2716,3324,62,56,59,103,5,18,2,1,1,2,16,21,19,23,0,0,0,0
2005,Ripamonti,25,24,102,35,10,16,45,77,5872,6278,96,46,105,164,16,31,3,2,4,6,41,46,48,60,1,0,0,0
2005,Quintosole,0,0,7,0,0,0,2,1,522,157,5,3,0,4,1,2,1,0,1,0,3,1,6,15,0,0,0,0
2005,Ronchetto delle Rane,0,0,13,2,0,0,2,1,299,296,3,1,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0
2005,Gratosoglio - Ticinello,21,24,245,193,39,57,43,57,8519,9318,51,53,80,113,8,24,9,13,2,2,24,39,42,72,0,0,0,0
2005,Stadera,63,74,485,202,83,80,264,295,11069,12465,198,67,376,487,28,61,27,21,7,8,52,73,117,141,0,1,0,0
2005,Tibaldi,32,46,315,129,38,30,129,176,4828,5548,55,33,128,187,30,47,7,3,5,7,29,41,55,72,0,2,0,0
2005,Navigli,31,31,227,84,46,50,166,226,6459,7504,98,50,191,276,66,104,8,10,21,27,20,60,40,83,0,0,0,0
2005,S. Cristoforo,19,17,230,112,24,39,112,155,5053,5671,45,37,179,248,24,48,7,5,7,1,52,50,84,71,1,2,0,0
2005,Barona,5,12,260,222,31,40,18,39,8061,8877,41,35,47,111,8,41,4,3,4,2,19,24,16,48,0,0,0,0
2005,Cantalupa,11,3,3,3,5,3,0,1,169,163,0,0,1,3,5,2,2,1,0,1,4,3,1,3,0,0,0,0
2005,Ronchetto S/N,21,36,197,80,22,19,59,81,6647,7063,58,30,124,194,26,40,17,5,3,2,53,56,49,59,0,1,0,0
2005,Giambellino,103,98,962,353,111,194,301,431,11580,13771,208,133,436,625,55,71,43,21,1,4,106,130,139,179,0,2,0,0
2005,Tortona,33,40,112,46,13,24,90,112,6405,7616,63,43,93,196,74,82,6,13,5,11,34,41,41,80,1,2,0,0
2005,Washington,77,87,84,40,20,42,137,221,10840,13084,85,77,126,306,173,228,31,42,25,36,25,69,65,151,3,3,0,0
2005,Bande Nere,241,228,328,93,60,50,333,466,18092,21664,124,102,361,541,127,163,135,147,18,27,98,132,86,216,1,1,1,0
2005,Lorenteggio,57,56,152,97,17,23,61,82,5657,6594,45,30,101,171,21,32,5,6,1,0,49,41,32,50,2,0,0,0
2005,Muggiano,0,1,12,8,4,3,0,3,1104,1113,11,2,18,25,1,7,0,0,0,1,1,5,3,7,0,0,0,0
2005,Baggio,48,61,328,163,72,58,235,268,12669,14071,116,79,332,465,16,31,5,2,4,4,74,68,77,110,0,0,0,0
2005,Forze Armate,82,88,327,165,92,97,207,262,10317,11478,63,60,207,344,21,38,13,11,3,4,38,61,62,103,0,0,1,0
2005,Selinunte,132,125,1659,681,253,289,321,411,8732,10960,195,124,358,566,40,84,63,47,6,6,107,140,99,154,0,0,0,0
2005,De Angeli - Monte Rosa,60,87,86,25,27,28,130,198,8586,10276,89,72,148,282,159,239,17,14,19,14,38,62,68,112,0,0,0,0
2005,Tre Torri,5,5,0,0,2,7,10,12,591,647,5,3,8,12,19,22,1,0,2,0,0,6,4,6,0,0,0,0
2005,S. Siro,55,58,78,37,13,18,87,135,5214,5610,36,24,87,155,323,346,8,3,13,11,28,32,41,65,0,0,0,0
2005,Quarto Cagnino,31,35,101,49,8,16,43,53,4327,4487,41,21,38,66,8,8,1,0,2,2,7,16,9,18,1,0,0,0
2005,Quinto Romano,4,3,47,15,5,7,17,17,2365,2468,11,4,26,36,10,10,3,2,0,1,13,14,10,16,0,0,0,0
2005,Figino,0,2,23,8,1,2,5,4,741,789,6,3,10,21,2,1,1,0,0,0,15,12,5,4,0,0,0,0
2005,Trenno,0,1,5,0,43,19,4,5,2119,2150,0,1,9,19,6,7,2,1,0,0,2,3,4,10,0,0,0,0
2005,Gallaratese,50,42,124,67,63,43,40,94,15477,16940,41,31,140,254,32,52,37,16,1,7,58,68,82,100,0,2,0,0
2005,QT 8,9,8,22,22,4,5,27,30,1688,2048,21,20,14,30,19,18,6,5,0,2,3,8,4,20,0,0,0,0
2005,Portello,25,18,28,8,12,14,31,44,3317,3839,39,26,59,99,47,52,8,3,3,5,8,10,17,31,1,1,0,0
2005,Pagano,35,23,15,8,32,65,96,202,7186,8144,78,80,57,212,171,208,3,9,23,26,23,37,40,91,1,6,0,0
2005,Sarpi,878,697,152,54,51,69,227,325,11444,13444,135,82,225,398,178,228,5,22,22,21,55,104,101,146,2,0,0,0
2005,Ghisolfa,211,187,185,46,37,45,156,181,6828,8017,99,61,160,249,51,78,30,19,10,9,34,46,62,80,0,1,1,0
2005,Villapizzone,563,519,860,254,229,100,513,627,13695,15863,283,198,673,912,64,86,77,28,9,9,137,156,128,193,0,0,0,0
2005,Maggiore - Musocco,14,20,59,21,14,8,8,12,1951,2170,25,15,44,67,3,3,5,0,1,1,131,79,25,41,0,1,0,0
2005,Cascina Triulza - Expo,3,2,0,0,0,0,0,0,110,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2005,Sacco,5,2,1,0,0,0,0,0,134,109,0,0,7,5,0,1,0,0,0,0,1,3,0,2,0,0,0,0
2005,Stephenson,2,2,0,0,0,0,0,0,25,23,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,Quarto Oggiaro,312,299,645,392,211,144,88,108,12667,14228,166,140,241,362,10,29,50,28,10,2,63,78,114,161,0,2,0,0
2005,Bovisa,236,222,508,138,60,33,141,191,4313,4790,109,74,233,336,16,28,32,12,2,2,55,44,80,90,0,1,0,0
2005,Farini,82,67,247,48,27,18,60,75,1237,1296,55,15,72,81,5,9,5,7,0,3,7,19,15,20,0,0,0,0
2005,Dergano,371,358,930,141,93,67,245,303,7049,7663,325,120,365,467,24,38,43,13,4,2,88,88,103,106,0,1,0,0
2005,Affori,354,358,564,108,95,44,243,292,8056,8787,183,116,339,425,23,45,51,21,1,3,91,77,92,101,0,0,0,0
2005,Bovisasca,39,38,42,36,8,9,16,23,3278,3576,12,10,55,87,3,4,5,3,1,1,12,19,16,27,0,0,0,0
2005,Comasina,137,119,177,57,37,19,32,43,3437,3943,105,57,141,168,7,10,36,24,4,1,41,56,58,70,0,0,0,0
2005,Bruzzano,43,26,212,98,24,33,29,36,5025,5336,76,43,107,176,4,14,4,6,3,2,55,46,55,55,0,0,0,0
2005,Parco Nord,10,12,1,0,4,0,0,0,53,50,5,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,Parco delle Abbazie,0,0,13,1,0,0,0,1,84,79,2,0,0,4,0,0,0,0,0,0,12,6,32,21,0,0,0,0
2005,Parco dei Navigli,0,0,5,0,4,2,0,1,124,103,0,0,0,1,1,1,0,0,0,0,10,4,4,2,0,0,0,0
2005,Parco Agricolo Sud,0,0,0,0,0,0,0,0,112,108,0,0,1,1,0,0,0,0,0,0,0,3,6,4,0,0,0,0
2005,Parco Bosco in Città,0,0,2,0,74,0,8,3,131,133,4,0,6,9,1,0,9,0,0,0,7,3,101,65,0,0,0,0
2006,Duomo,28,43,37,26,52,79,157,308,7699,7950,156,136,96,280,176,210,18,21,36,35,11,64,56,146,2,2,1,0
2006,Brera,30,35,51,25,37,62,122,246,7554,8551,112,109,56,223,202,257,14,13,35,45,28,66,77,155,7,7,2,0
2006,Giardini Porta Venezia,0,0,0,0,0,1,2,2,20,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Guastalla,20,29,27,12,28,65,126,256,6344,7200,148,139,92,262,101,142,16,12,27,18,22,52,36,128,2,2,1,1
2006,Vigentina,40,34,163,30,18,23,63,138,5790,6680,108,78,88,159,61,94,8,9,11,22,14,37,45,94,1,2,0,0
2006,Ticinese,124,100,325,52,54,35,180,229,8575,9721,128,65,192,313,98,133,21,16,19,21,54,87,42,106,0,3,0,0
2006,Magenta - S. Vittore,28,19,39,25,31,50,107,212,7495,8575,158,116,78,236,216,276,13,9,16,32,18,43,35,102,1,4,0,0
2006,Parco Sempione,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Garibaldi Repubblica,45,53,55,20,10,18,23,27,2341,2534,51,27,67,91,24,33,1,3,2,4,11,28,17,32,0,0,0,0
2006,Centrale,229,191,153,64,72,48,203,277,6652,7184,385,122,198,335,88,112,31,26,8,9,50,65,65,143,2,4,1,1
2006,Isola,277,242,513,121,78,58,245,319,8661,9728,241,143,267,357,92,115,33,11,11,13,60,82,74,146,0,0,0,0
2006,Maciachini - Maggiolina,292,251,280,89,44,40,287,405,10109,11658,141,82,293,477,111,150,25,12,13,18,59,84,103,156,0,0,0,0
2006,Greco,162,149,233,49,66,54,225,271,5523,6240,130,58,231,310,21,36,20,8,2,2,74,78,59,87,0,0,0,0
2006,Niguarda - Cà Granda,94,86,434,245,114,120,85,107,15470,17588,105,76,239,377,44,82,28,15,5,5,72,90,104,174,1,1,0,0
2006,Bicocca,22,22,108,53,58,30,16,21,2761,2839,20,18,83,105,14,18,20,9,2,2,13,20,20,35,0,0,0,0
2006,Vle Monza,159,168,321,122,115,55,322,403,10526,11141,157,105,415,601,41,63,14,11,7,6,87,120,162,191,0,1,1,0
2006,Adriano,145,121,131,40,68,31,155,176,4989,5096,52,36,118,170,17,22,22,16,0,2,63,79,49,68,1,0,0,0
2006,Parco Lambro - Cimiano,49,49,203,83,22,40,182,221,8259,9575,62,37,203,308,48,74,28,11,4,3,40,64,55,91,0,0,0,0
2006,Padova,295,266,915,257,160,113,717,773,12508,14055,359,219,658,939,53,112,40,27,7,2,176,180,188,252,0,1,0,0
2006,Loreto,505,512,1720,386,301,149,916,1178,13913,15604,817,301,900,1166,121,171,66,28,11,9,169,204,238,326,1,4,0,0
2006,Buenos Aires - Venezia,219,240,500,181,122,158,501,758,25229,28910,460,235,476,777,344,415,68,53,53,65,106,224,244,397,7,10,0,0
2006,Città Studi,95,97,372,130,94,142,326,420,14865,17802,165,105,511,757,133,192,58,43,15,16,134,161,123,204,0,2,0,0
2006,Lambrate,75,71,253,60,48,47,122,154,3661,3975,51,47,140,182,21,21,14,13,8,4,32,49,45,39,0,1,0,0
2006,Parco Forlanini - Ortica,0,1,62,17,3,2,4,4,335,307,11,7,18,29,1,4,2,0,3,2,14,10,17,7,0,0,0,0
2006,Corsica,54,69,160,37,48,25,180,222,7208,8754,51,35,195,353,50,82,12,6,11,2,30,66,80,137,2,0,0,0
2006,XXII Marzo,79,96,222,93,56,61,209,307,13237,15490,173,95,204,377,166,247,32,19,21,27,40,94,77,185,2,4,0,0
2006,Porta Romana,68,87,147,43,18,25,179,215,7099,7916,72,34,120,231,82,131,12,7,11,7,31,54,56,113,1,1,0,0
2006,Umbria - Molise,54,60,616,299,125,210,318,397,8474,9984,131,77,259,431,54,63,28,24,11,9,46,72,101,169,0,1,0,0
2006,Ortomercato,26,26,180,69,21,27,82,107,1342,1564,27,14,80,100,5,3,2,1,0,1,37,30,19,20,0,0,0,0
2006,Mecenate,30,31,202,142,54,50,119,119,7733,9208,70,43,203,314,23,30,19,18,4,5,53,60,50,86,4,3,0,0
2006,Parco Monlué - Ponte Lambro,4,4,249,101,74,18,46,66,1653,1647,42,32,127,170,1,18,6,5,6,2,32,44,29,34,0,0,0,0
2006,Triulzo Superiore,1,1,186,21,12,3,16,16,265,264,77,42,65,72,2,2,0,1,0,0,25,20,10,16,0,0,0,0
2006,Rogoredo,6,2,112,34,13,38,39,53,2681,2812,55,28,85,131,7,17,5,2,2,1,26,20,24,30,0,0,0,0
2006,Chiaravalle,0,0,21,7,3,6,7,9,526,509,10,2,6,14,1,1,2,1,0,0,5,7,1,2,0,0,0,0
2006,Lodi - Corvetto,127,131,884,393,191,169,364,460,13553,15639,273,178,497,697,50,101,32,20,9,8,129,137,156,214,0,0,0,0
2006,Scalo Romana,59,43,486,150,72,36,165,210,3832,3933,144,66,190,290,13,23,9,6,3,0,36,51,54,75,0,1,0,0
2006,Ex OM - Morivione,43,39,104,42,9,9,76,90,2794,3360,67,56,71,115,6,20,2,3,1,3,19,25,19,29,0,0,0,0
