Anno,Nil,eastas M,eastas F,noraf M,noraf F,ssaf M,ssaf F,seas M,seas F,ita M,ita F,southas M,southas F,soam M,soam F,eu15 M,eu15 F,westas M,westas F,noram M,noram F,eun13 M,eun13 F,otheu M,otheu F,ocean M,ocean F,other M,other F
2009,Adriano,160,152,176,74,81,33,164,199,4960,5048,81,45,156,204,17,33,25,17,0,2,159,116,55,89,1,1,0,0
2009,Parco Lambro - Cimiano,65,58,210,114,20,37,233,267,8011,9339,59,49,242,366,51,81,18,12,6,5,86,115,58,117,0,0,0,0
2009,Padova,428,398,1202,380,194,106,936,963,11921,13376,448,271,723,1040,55,107,47,22,11,3,310,325,212,350,0,1,0,0
2009,Loreto,543,536,1977,474,279,144,978,1249,13684,15117,1027,369,917,1171,125,185,74,39,12,7,260,347,264,368,1,5,0,0
2009,Buenos Aires - Venezia,253,268,495,199,127,162,509,716,25087,28497,485,293,440,746,403,457,73,66,62,61,180,382,223,512,6,8,0,0
2009,Città Studi,112,113,350,128,108,144,324,437,14379,17163,211,143,491,721,155,221,74,46,9,15,163,255,135,264,1,3,0,0
2009,Lambrate,82,61,259,88,47,34,165,191,3885,4146,66,51,135,202,19,29,21,17,7,3,69,95,38,62,0,1,0,0
2009,Parco Forlanini - Ortica,1,0,60,15,2,2,5,5,349,301,10,7,15,25,2,4,2,0,2,1,21,21,17,11,0,0,0,0
2009,Corsica,70,96,148,42,36,24,233,281,7314,8684,76,56,208,365,59,92,18,12,8,4,75,120,71,172,3,0,0,0
2009,XXII Marzo,71,98,206,88,38,57,195,283,13020,15242,174,93,185,343,188,277,28,21,20,26,75,157,77,208,4,5,0,0
2009,Porta Romana,51,75,134,54,17,20,160,206,6921,7734,97,51,121,222,93,123,13,15,15,10,37,95,57,130,0,1,0,0
2009,Umbria - Molise,63,79,614,317,148,199,320,379,8348,9688,152,96,263,445,58,80,35,25,10,10,94,147,114,210,0,1,0,0
2009,Ortomercato,24,28,208,94,24,23,84,110,1271,1470,26,22,92,115,4,1,4,4,0,1,67,55,16,23,0,0,0,0
2009,Mecenate,28,27,221,170,60,46,139,129,7585,8991,91,59,242,363,21,33,20,15,5,5,93,117,67,136,4,3,0,0
2009,Parco Monlué - Ponte Lambro,4,5,284,129,75,31,62,71,1576,1582,59,48,185,221,3,20,9,6,3,3,51,71,31,33,0,0,0,0
2009,Triulzo Superiore,2,0,195,44,12,5,28,35,242,227,92,53,77,93,1,2,0,1,0,0,38,24,14,12,0,0,0,0
2009,Rogoredo,7,4,169,62,14,20,51,64,3318,3328,94,49,117,190,13,25,9,3,2,3,55,60,28,56,0,0,0,0
2009,Chiaravalle,0,0,14,3,2,6,6,7,509,495,13,3,6,17,1,1,0,0,0,0,5,5,3,4,0,0,0,0
2009,Lodi - Corvetto,172,185,1012,452,177,186,461,583,13002,14848,323,214,545,756,51,108,30,17,8,12,245,267,196,281,1,0,0,0
2009,Scalo Romana,82,57,506,205,125,32,199,247,3672,3823,197,102,184,298,14,29,12,3,3,0,63,80,64,85,0,0,0,0
2009,Ex OM - Morivione,47,52,114,50,8,7,89,108,2995,3456,83,65,76,117,8,23,3,4,2,5,27,45,28,44,0,0,0,0
2009,Ripamonti,30,35,114,36,14,22,58,92,5809,6139,104,60,109,183,20,35,3,0,5,5,65,75,56,97,1,0,0,0
2009,Quintosole,0,0,11,5,2,0,2,0,449,118,8,4,3,4,1,2,0,0,1,0,9,5,14,21,0,0,0,0
2009,Ronchetto delle Rane,0,0,12,1,2,1,3,4,303,292,1,0,6,5,1,2,0,0,0,1,1,3,0,2,0,0,0,0
2009,Gratosoglio - Ticinello,59,52,343,273,66,51,94,124,7983,8787,76,69,137,210,9,28,15,17,2,3,51,74,62,93,0,1,0,1
2009,Stadera,107,113,593,281,95,95,337,378,11126,12254,259,122,350,495,37,72,28,16,6,14,129,174,139,226,1,2,0,0
2009,Tibaldi,46,51,276,116,29,23,105,157,4645,5279,70,39,134,200,37,53,12,4,3,5,47,75,69,104,0,2,0,0
2009,Navigli,40,42,215,110,42,49,149,182,6400,7376,118,57,183,291,80,136,17,13,18,26,56,100,41,102,2,0,1,0
2009,S. Cristoforo,20,35,327,163,27,40,97,151,5016,5588,78,60,164,258,29,50,14,9,8,7,76,100,90,116,0,2,0,0
2009,Barona,6,14,382,324,45,60,43,75,7445,8360,74,55,76,169,10,38,13,7,5,2,23,49,36,64,0,0,0,0
2009,Cantalupa,10,5,5,2,2,3,0,0,208,207,1,0,4,9,4,2,1,1,0,1,3,5,0,2,0,0,0,0
2009,Ronchetto S/N,17,27,229,107,23,33,68,100,6221,6757,51,35,134,219,30,43,14,4,3,2,71,94,46,53,0,1,0,0
2009,Giambellino,120,105,1148,572,134,205,358,507,11168,13166,305,210,470,676,79,87,29,12,7,8,186,241,122,225,0,2,1,0
2009,Tortona,33,37,80,32,6,17,86,112,6342,7624,71,42,76,179,88,110,5,8,11,11,31,56,44,116,0,2,0,0
2009,Washington,81,99,74,38,27,42,181,253,10795,12951,102,91,142,307,207,299,26,46,23,38,27,98,83,217,3,3,0,0
2009,Bande Nere,278,271,388,123,50,51,391,580,17266,20759,155,118,380,605,135,196,133,139,19,25,161,241,101,254,1,2,1,0
2009,Lorenteggio,48,47,218,130,25,31,56,84,5378,6262,45,36,119,196,25,36,10,16,1,1,46,59,48,86,2,0,0,0
2009,Muggiano,0,1,20,10,3,3,4,7,1292,1303,4,1,20,26,2,8,0,0,0,2,5,8,7,7,0,0,0,0
2009,Baggio,60,54,411,238,75,55,346,388,11942,13409,128,135,473,580,16,33,5,3,3,3,139,149,118,187,0,0,0,0
2009,Forze Armate,86,94,378,243,87,94,237,298,9662,10723,98,87,247,412,24,39,14,9,2,4,63,107,72,144,1,1,1,0
2009,Selinunte,157,170,1978,856,255,300,410,539,8089,9998,225,155,357,594,54,107,56,43,6,8,177,193,90,199,0,0,0,0
2009,De Angeli - Monte Rosa,91,111,75,28,35,33,124,214,8295,9993,79,66,127,241,223,278,15,22,15,19,64,112,64,136,1,2,0,0
2009,Tre Torri,2,3,0,1,2,9,7,8,540,629,3,3,6,14,20,22,1,0,3,5,0,6,1,11,0,0,0,0
2009,S. Siro,81,80,103,49,20,24,102,152,5146,5448,57,45,115,189,382,402,12,4,13,14,50,78,58,88,0,0,0,0
2009,Quarto Cagnino,34,43,114,68,14,15,31,38,4157,4365,31,23,49,99,12,10,1,0,5,3,14,21,7,25,1,0,0,0
2009,Quinto Romano,3,3,53,24,11,11,23,18,2239,2370,17,10,32,52,9,11,1,0,0,0,17,19,12,17,0,0,0,0
2009,Figino,0,1,21,11,4,2,6,10,732,777,11,9,7,23,1,1,1,0,0,0,22,23,5,9,0,0,0,0
2009,Trenno,2,0,9,1,123,20,5,8,2016,2037,9,3,9,20,4,5,6,0,0,0,6,5,5,16,0,0,0,0
2009,Gallaratese,62,60,142,74,75,47,76,118,14606,16153,47,48,162,299,32,59,42,27,4,12,90,137,94,143,0,2,0,0
2009,QT 8,8,9,23,24,2,6,22,27,1672,1994,24,20,16,43,16,21,11,5,1,3,10,19,12,29,0,0,0,0
2009,Portello,30,20,25,10,17,14,45,60,3277,3731,31,25,51,79,46,50,5,3,4,5,13,24,20,47,1,0,0,0
2009,Pagano,46,34,20,11,38,55,99,181,7207,8011,78,79,48,181,186,241,3,2,25,25,30,61,45,128,2,4,0,0
2009,Sarpi,834,756,148,64,69,81,226,316,11026,12829,167,110,224,373,204,275,14,19,19,17,71,160,97,169,3,4,0,0
2009,Ghisolfa,243,223,183,49,38,29,189,217,6617,7729,91,55,167,286,48,86,29,15,7,9,61,93,66,102,0,0,1,0
2009,Villapizzone,954,857,1175,430,255,115,638,754,13190,15022,406,272,809,1064,73,106,77,33,10,6,294,349,168,276,1,0,0,0
2009,Maggiore - Musocco,27,27,80,28,19,6,14,20,2003,2180,31,22,91,111,4,6,8,1,2,1,263,200,29,53,0,1,0,0
2009,Cascina Triulza - Expo,6,3,2,0,0,0,0,0,183,67,0,0,1,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0
2009,Sacco,16,9,0,1,0,0,2,2,121,103,0,1,5,5,0,1,0,0,0,0,2,2,0,1,0,0,0,0
2009,Stephenson,5,3,0,0,0,0,0,0,22,23,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Quarto Oggiaro,594,558,783,502,236,162,207,242,12319,13786,275,245,351,521,12,30,58,37,10,9,123,170,156,208,0,1,0,0
2009,Bovisa,305,275,704,193,63,43,176,209,4114,4528,154,108,271,374,22,28,41,15,3,3,89,98,99,144,0,1,0,0
2009,Farini,115,107,236,50,31,15,51,68,1214,1311,67,28,54,94,8,9,5,6,0,3,22,39,11,32,0,0,0,0
2009,Dergano,582,559,1107,204,120,79,323,383,6991,7414,371,163,446,568,29,49,27,13,6,5,144,156,115,160,0,1,0,0
2009,Affori,554,517,664,163,114,46,340,410,8068,8779,257,165,377,512,21,50,45,26,1,3,166,191,136,148,0,0,0,0
2009,Bovisasca,42,29,84,77,16,14,20,31,3088,3453,20,16,87,118,4,7,6,4,1,1,29,54,36,53,0,0,0,0
2009,Comasina,306,280,249,88,39,26,54,57,3186,3583,159,113,204,252,8,6,21,23,2,0,98,107,67,89,0,0,0,0
2009,Bruzzano,74,53,255,118,26,35,60,58,4868,5218,98,72,148,239,5,17,13,16,6,3,88,98,88,96,0,0,1,0
2009,Parco Nord,3,4,3,0,1,0,1,2,50,45,4,3,1,1,6,0,0,0,0,0,3,0,1,1,1,0,0,0
2009,Parco delle Abbazie,0,0,10,0,0,0,1,2,117,105,3,1,0,2,0,0,0,0,0,0,40,29,62,43,0,0,0,0
2009,Parco dei Navigli,0,0,4,0,0,0,0,0,134,107,0,0,2,3,1,1,0,0,0,0,11,7,2,2,0,0,0,0
2009,Parco Agricolo Sud,0,0,0,0,0,0,0,0,142,131,0,0,0,1,3,3,0,0,0,0,0,2,5,2,0,0,0,0
2009,Parco Bosco in Città,0,0,7,2,138,0,6,3,140,138,9,0,11,9,1,1,11,3,0,0,11,12,122,92,0,0,1,0
2010,Duomo,30,35,37,25,59,86,163,314,7317,7524,176,150,92,277,219,244,23,31,28,42,22,107,49,191,3,1,1,0
2010,Brera,33,42,76,26,34,58,151,297,7312,8302,121,135,81,257,237,296,17,15,36,42,43,126,78,202,6,5,2,0
2010,Giardini Porta Venezia,0,0,0,0,0,0,2,4,19,21,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2010,Guastalla,15,23,23,11,26,55,134,276,6224,6985,166,154,107,245,112,146,23,17,29,13,29,88,39,160,0,0,0,0
2010,Vigentina,52,39,183,32,19,19,63,146,5716,6446,97,86,74,145,67,117,13,14,15,20,24,85,51,117,2,3,0,0
2010,Ticinese,92,94,263,68,42,32,177,206,8249,9453,138,69,152,289,129,149,16,20,22,19,58,129,74,146,1,4,0,0
2010,Magenta - S. Vittore,30,30,34,26,30,45,107,236,7325,8197,166,131,67,225,273,335,10,9,19,39,17,87,39,123,3,6,0,0
2010,Parco Sempione,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Garibaldi Repubblica,47,47,46,22,9,14,20,26,2202,2408,51,29,70,103,37,40,3,3,5,4,26,39,13,44,0,0,0,0
2010,Centrale,251,248,228,89,111,43,264,329,6534,6940,508,178,277,404,108,129,36,26,8,14,65,131,92,189,1,2,1,1
2010,Isola,293,284,531,127,78,73,247,299,8519,9564,275,158,271,391,98,137,33,16,11,17,85,140,96,200,0,1,0,0
2010,Maciachini - Maggiolina,357,341,394,129,53,50,386,478,9830,11271,245,137,367,581,119,156,28,17,16,20,95,159,119,248,0,0,0,0
2010,Greco,226,228,260,91,77,143,280,332,5431,6052,185,66,253,365,27,53,16,12,0,5,117,104,68,128,0,2,0,0
2010,Niguarda - Cà Granda,137,142,577,372,143,156,138,177,15224,17146,164,124,338,535,55,88,29,19,8,13,119,171,152,296,0,2,0,0
2010,Bicocca,16,18,131,52,176,26,46,52,2808,2881,53,35,94,110,17,25,19,11,1,3,21,41,27,46,1,0,0,0
2010,Vle Monza,208,205,412,170,106,59,537,643,10473,11094,268,157,577,753,55,75,25,19,12,9,192,236,219,280,1,2,0,0
2010,Adriano,158,140,207,76,90,37,193,219,5170,5235,95,47,178,226,20,34,26,17,0,2,163,116,62,94,1,1,0,0
2010,Parco Lambro - Cimiano,61,63,232,125,26,39,240,298,7859,9224,52,49,256,408,57,86,19,18,5,4,92,120,71,156,0,0,0,0
2010,Padova,475,439,1371,443,194,109,1034,1109,11796,13220,497,299,805,1176,56,111,46,19,9,3,353,344,239,391,0,1,0,0
2010,Loreto,614,598,2187,538,299,151,1062,1279,13847,15106,1170,440,971,1301,127,182,80,41,16,9,258,374,280,427,0,5,0,0
2010,Buenos Aires - Venezia,278,291,530,209,132,163,554,750,25160,28521,519,313,458,826,414,481,75,66,65,60,184,415,240,589,6,10,0,0
2010,Città Studi,123,133,372,123,115,145,331,474,14424,17105,240,146,526,778,157,222,75,56,11,13,176,258,128,328,1,2,0,0
2010,Lambrate,81,69,270,93,45,27,163,191,3931,4173,75,51,150,221,20,33,24,21,6,3,71,103,41,75,0,0,0,0
2010,Parco Forlanini - Ortica,3,4,61,18,3,2,1,5,364,313,11,6,16,33,1,9,2,0,2,1,22,23,16,16,0,0,0,0
2010,Corsica,80,110,168,51,34,30,274,317,7294,8673,110,58,222,394,58,95,19,15,9,5,74,126,83,190,3,0,0,0
2010,XXII Marzo,77,103,182,83,44,65,213,298,12918,15068,149,93,197,380,186,282,32,18,20,31,77,159,76,216,3,4,0,0
2010,Porta Romana,54,68,127,63,18,19,170,203,6938,7743,105,56,122,229,95,121,11,17,15,11,35,95,63,138,0,1,0,0
2010,Umbria - Molise,91,94,640,319,160,207,337,387,8431,9720,152,97,279,467,54,81,40,27,10,10,95,159,117,221,1,1,0,0
2010,Ortomercato,24,33,248,102,23,22,86,114,1261,1437,40,22,103,126,5,1,4,4,0,1,69,64,20,37,0,0,0,0
2010,Mecenate,33,39,236,177,62,48,140,125,7553,8938,105,68,271,434,26,36,25,14,5,7,97,127,78,160,4,3,0,0
2010,Parco Monlué - Ponte Lambro,6,6,298,128,90,35,62,75,1567,1581,68,55,216,251,4,21,13,6,3,3,62,76,38,34,0,0,0,0
2010,Triulzo Superiore,1,0,219,43,18,7,32,38,240,219,99,59,87,96,1,3,0,1,0,0,37,30,23,23,0,0,0,0
2010,Rogoredo,14,8,183,58,18,17,54,70,3681,3615,107,49,139,223,15,26,14,4,2,7,63,73,27,65,1,0,0,0
2010,Chiaravalle,0,0,16,2,4,7,7,7,499,491,18,4,7,12,2,1,0,0,0,0,8,9,3,4,0,0,0,0
2010,Lodi - Corvetto,193,200,1150,500,189,189,516,644,12871,14626,368,230,603,857,52,108,36,24,7,9,287,298,215,344,2,0,0,0
2010,Scalo Romana,92,70,550,228,155,35,222,273,3649,3810,242,108,209,305,18,32,19,2,3,0,69,87,66,98,0,0,0,0
2010,Ex OM - Morivione,51,57,123,50,11,10,98,118,3026,3458,86,67,90,133,9,25,4,4,2,5,26,43,18,50,0,0,0,0
2010,Ripamonti,34,37,140,51,16,21,62,99,5764,6143,115,64,117,201,19,37,6,2,6,5,66,82,62,102,1,0,0,0
2010,Quintosole,0,0,15,6,2,0,1,1,445,122,11,4,3,3,1,1,0,0,1,0,11,6,16,23,0,0,0,0
2010,Ronchetto delle Rane,0,0,25,12,3,5,9,7,324,321,3,2,13,7,1,2,3,2,0,1,1,3,0,2,0,0,0,0
2010,Gratosoglio - Ticinello,63,59,365,300,98,51,117,133,7948,8760,96,81,150,236,8,29,19,23,3,4,60,78,78,108,0,1,0,1
2010,Stadera,117,132,662,305,98,98,356,427,11242,12280,301,145,370,551,37,69,29,21,6,15,139,193,144,253,1,2,0,0
2010,Tibaldi,47,53,308,110,27,22,116,152,4599,5282,75,42,147,245,34,57,9,4,3,4,43,88,64,107,0,2,0,0
2010,Navigli,42,53,234,118,40,50,133,184,6597,7551,121,60,201,322,87,148,17,14,21,31,52,113,50,111,3,0,1,0
2010,S. Cristoforo,23,33,350,182,26,43,108,167,5109,5613,89,62,187,276,32,53,9,9,9,8,81,111,95,132,0,2,0,0
2010,Barona,16,21,406,357,43,56,48,83,7289,8227,80,65,91,191,10,39,15,12,5,2,27,50,47,77,0,0,0,0
2010,Cantalupa,9,5,3,0,3,3,0,0,200,202,1,0,5,7,3,2,1,1,0,1,6,5,0,2,0,0,0,0
2010,Ronchetto S/N,21,35,253,128,25,34,70,108,6170,6678,54,38,149,256,32,45,14,5,3,2,72,92,42,54,0,1,0,0
2010,Giambellino,133,125,1235,607,125,219,426,607,11200,13149,340,231,507,713,79,94,35,15,8,7,214,275,139,243,0,2,2,0
2010,Tortona,34,36,72,28,7,18,76,119,6317,7547,70,43,75,185,86,113,6,8,12,17,30,58,39,122,1,2,0,0
2010,Washington,82,103,75,38,30,52,198,289,10765,12937,99,94,164,347,213,300,28,44,24,40,28,102,89,240,3,3,0,0
2010,Bande Nere,292,275,420,136,58,55,459,680,17103,20547,175,137,418,663,147,204,125,130,23,25,178,290,117,326,1,2,1,0
2010,Lorenteggio,53,52,246,150,25,29,71,92,5376,6215,58,47,124,213,25,37,7,15,0,1,50,77,56,115,2,0,0,0
2010,Muggiano,0,2,18,8,4,4,5,8,1312,1338,4,0,21,23,2,8,0,0,0,2,6,7,6,13,0,0,0,0
2010,Baggio,63,62,449,264,73,57,381,413,11887,13365,162,154,557,693,14,34,5,2,3,3,157,173,132,221,0,0,0,0
2010,Forze Armate,91,102,394,250,90,97,244,320,9435,10552,105,93,278,456,22,39,13,12,2,4,72,128,83,165,1,1,1,0
2010,Selinunte,177,189,2142,912,281,303,443,582,8022,9875,249,166,384,637,54,108,50,39,6,9,191,213,86,204,0,0,0,0
2010,De Angeli - Monte Rosa,101,130,69,31,38,36,122,205,8264,9893,91,82,142,272,234,294,17,22,18,22,59,122,71,166,0,1,0,0
2010,Tre Torri,2,3,0,1,2,7,8,9,536,615,4,2,5,14,22,26,1,0,3,6,1,8,1,12,0,0,0,0
2010,S. Siro,80,74,117,54,23,27,129,186,5130,5471,66,54,136,217,375,410,12,6,15,13,54,81,51,88,0,0,0,0
2010,Quarto Cagnino,43,53,129,73,19,20,41,42,4260,4461,31,22,63,113,14,13,1,0,5,3,18,25,9,29,1,0,0,0
2010,Quinto Romano,3,3,55,31,12,11,23,19,2239,2363,20,12,34,60,8,12,1,0,0,0,22,21,13,24,0,0,0,0
2010,Figino,0,3,29,18,5,4,8,12,740,768,15,13,11,23,1,1,1,0,0,0,24,25,5,11,0,0,0,0
2010,Trenno,2,0,10,2,153,19,6,10,2001,2023,18,3,8,22,5,6,6,0,0,0,7,8,7,23,0,0,0,0
2010,Gallaratese,68,62,180,109,89,51,90,153,14552,16229,59,64,217,370,37,66,45,29,4,12,109,156,103,182,0,2,0,0
2010,QT 8,7,11,24,18,2,6,26,33,1681,2003,25,19,19,49,21,22,10,5,1,4,12,19,11,31,0,0,0,0
2010,Portello,28,23,24,9,11,10,45,66,3289,3724,35,26,65,108,50,50,5,3,5,6,13,26,20,60,1,0,0,0
2010,Pagano,48,41,20,13,39,50,101,211,7222,8015,77,79,49,209,190,250,7,4,26,25,30,66,47,149,1,5,0,0
2010,Sarpi,865,805,158,58,94,97,227,328,11066,12950,174,98,232,418,206,294,16,18,20,17,78,169,104,194,3,5,0,0
2010,Ghisolfa,254,224,194,64,44,25,187,234,6665,7713,106,62,178,324,52,91,27,14,8,11,55,87,71,123,0,0,1,0
2010,Villapizzone,1028,954,1340,503,263,125,692,815,13203,14877,464,312,912,1167,82,104,83,32,11,6,304,359,192,324,1,0,0,0
2010,Maggiore - Musocco,30,23,83,25,23,8,15,24,2021,2201,32,26,100,127,4,6,8,1,2,2,258,207,19,44,0,1,0,0
2010,Cascina Triulza - Expo,6,3,3,0,0,0,0,0,229,67,0,0,1,2,3,1,0,0,0,0,2,1,1,0,0,0,0,0
2010,Sacco,14,8,1,0,0,0,2,5,122,100,0,1,6,6,0,1,0,0,0,0,2,5,0,1,0,0,0,0
2010,Stephenson,6,3,0,0,0,0,0,0,25,23,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Quarto Oggiaro,666,634,861,541,235,163,227,276,12197,13656,304,268,386,557,15,33,57,39,8,5,142,185,181,231,0,1,0,0
2010,Bovisa,326,286,786,216,65,42,194,229,4109,4484,166,123,267,371,21,29,39,20,3,3,101,112,94,153,0,1,0,0
2010,Farini,108,111,264,55,33,14,55,80,1224,1320,76,38,63,103,11,10,7,5,0,2,24,40,15,36,0,0,0,0
2010,Dergano,630,591,1222,243,125,70,358,408,7036,7393,414,187,499,644,32,53,37,14,5,5,149,182,123,182,0,0,0,0
2010,Affori,633,610,766,180,124,43,356,455,8035,8762,303,191,417,558,21,47,46,25,1,3,198,223,157,196,0,0,0,0
2010,Bovisasca,49,37,98,82,26,12,20,26,3067,3445,24,19,102,137,5,8,6,8,1,1,29,60,34,55,0,0,0,0
2010,Comasina,338,313,281,107,44,30,47,62,3148,3561,174,121,214,272,8,6,23,20,2,0,97,110,72,95,0,0,0,0
2010,Bruzzano,69,60,290,127,29,32,61,62,4928,5237,106,65,164,276,7,16,14,17,6,5,91,106,103,127,0,0,1,0
2010,Parco Nord,2,4,4,0,1,0,1,2,51,47,3,3,1,0,6,0,0,0,0,0,3,0,1,2,1,0,0,0
2010,Parco delle Abbazie,0,0,10,0,0,0,0,1,121,118,3,1,0,3,0,1,0,0,0,0,40,32,64,42,0,0,0,0
2010,Parco dei Navigli,0,0,4,0,0,0,0,0,131,106,0,0,2,3,1,1,0,0,0,0,9,11,2,4,0,0,0,0
2010,Parco Agricolo Sud,0,0,0,0,0,0,0,0,144,134,0,1,0,4,4,6,0,0,0,0,2,4,3,2,0,0,0,0
2010,Parco Bosco in Città,0,0,8,2,161,0,5,2,140,143,19,1,11,8,1,2,13,3,0,0,11,11,121,97,0,0,1,0
2011,Duomo,34,32,36,26,55,90,167,331,7222,7485,175,143,102,300,221,247,24,36,34,43,21,111,54,206,4,3,0,0
2011,Brera,39,58,87,24,34,63,140,319,7304,8267,131,137,80,265,237,305,16,15,37,41,46,122,85,225,9,6,2,0
2011,Giardini Porta Venezia,0,0,0,0,0,0,2,3,22,22,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011,Guastalla,15,30,26,11,26,53,129,288,6237,6925,180,161,97,263,122,166,30,19,31,14,28,99,38,166,3,0,0,0
2011,Vigentina,61,50,213,35,23,19,60,141,5661,6424,108,95,87,160,79,126,14,15,14,22,28,88,50,145,2,3,0,0
2011,Ticinese,94,94,270,66,34,35,167,201,8176,9381,140,76,149,310,138,148,16,22,26,23,56,131,84,178,1,4,0,0
2011,Magenta - S. Vittore,29,29,33,24,31,42,109,269,7316,8174,169,137,70,237,278,345,10,11,18,41,19,91,43,148,2,6,0,0
2011,Parco Sempione,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Garibaldi Repubblica,53,50,36,15,12,13,23,33,2190,2368,58,31,65,112,35,45,5,5,7,4,16,40,9,56,1,0,0,0
2011,Centrale,285,270,254,98,108,39,277,348,6545,6906,581,191,291,443,111,137,41,26,8,14,63,130,90,202,2,2,1,1
2011,Isola,302,293,552,139,74,61,254,309,8547,9606,310,158,281,397,105,145,33,22,9,17,88,138,94,223,0,1,0,0
2011,Maciachini - Maggiolina,390,354,463,139,59,54,425,535,9825,11176,281,147,387,617,118,159,29,21,15,19,97,169,135,287,0,0,0,0
2011,Greco,244,243,306,105,78,71,318,353,5447,6035,221,70,280,405,28,53,16,9,0,5,115,110,75,160,0,2,0,0
2011,Niguarda - Cà Granda,143,159,601,383,159,149,147,203,15111,16978,189,143,377,599,53,91,25,10,8,15,131,193,173,358,0,2,0,0
2011,Bicocca,18,27,158,60,126,28,56,67,2894,2943,50,35,110,106,19,26,19,16,1,3,22,46,28,53,1,0,0,0
2011,Vle Monza,225,212,487,196,112,61,603,737,10387,11081,312,192,632,835,57,79,27,16,13,9,224,264,221,333,1,1,0,0
2011,Adriano,179,149,253,81,121,53,203,249,5838,5854,95,47,225,286,20,41,26,20,1,2,157,145,69,114,0,1,1,0
2011,Parco Lambro - Cimiano,65,79,268,138,25,38,272,319,7805,9144,53,47,299,469,60,90,20,17,7,5,92,141,85,189,0,0,0,0
2011,Padova,513,481,1628,511,203,110,1120,1214,11586,13046,594,343,945,1320,53,108,57,20,8,3,371,367,264,444,0,2,0,0
2011,Loreto,681,686,2475,585,332,157,1182,1404,13823,14986,1385,484,1066,1439,122,188,91,49,17,10,266,396,296,499,1,5,0,0
2011,Buenos Aires - Venezia,295,323,516,210,129,171,585,828,25132,28391,589,331,487,879,429,486,85,69,67,63,177,418,244,655,6,9,0,0
2011,Città Studi,130,152,407,141,125,147,347,503,14422,17010,273,182,565,836,168,235,86,65,12,13,192,288,130,388,2,2,0,0
2011,Lambrate,75,72,293,101,46,27,183,214,3979,4233,78,54,172,239,19,36,26,26,5,3,68,118,42,90,0,0,0,0
2011,Parco Forlanini - Ortica,2,3,56,21,5,4,4,9,363,306,13,9,13,36,1,8,1,1,2,2,28,20,16,14,0,0,0,0
2011,Corsica,95,128,165,51,33,34,304,341,7331,8751,121,57,228,435,57,100,21,18,9,7,80,128,101,216,2,0,0,0
2011,XXII Marzo,77,107,194,86,47,63,227,338,12997,15076,164,105,198,398,191,301,30,24,23,35,72,168,69,241,3,7,0,0
2011,Porta Romana,60,75,126,66,19,20,170,221,6953,7700,112,59,130,256,107,121,11,17,14,12,41,105,65,158,0,1,0,0
2011,Umbria - Molise,107,113,689,322,164,205,357,426,8449,9716,181,102,307,489,58,82,44,28,5,9,96,178,122,241,1,1,0,0
2011,Ortomercato,38,41,325,106,24,24,95,115,1279,1423,37,25,115,151,4,2,4,4,0,1,69,73,18,43,0,0,0,0
2011,Mecenate,40,43,249,175,68,56,145,143,7551,8892,114,81,309,467,26,39,27,18,6,8,101,126,101,191,4,3,0,0
2011,Parco Monlué - Ponte Lambro,7,8,317,142,104,40,70,85,1579,1597,74,64,234,269,4,21,14,8,3,3,61,85,35,42,0,0,0,0
2011,Triulzo Superiore,1,0,258,49,18,6,41,48,248,218,106,62,104,110,1,3,0,1,0,0,38,36,24,28,0,0,0,0
2011,Rogoredo,13,13,215,72,21,22,53,75,3823,3716,119,54,156,244,23,27,15,9,2,8,64,91,38,79,1,0,0,0
2011,Chiaravalle,0,0,17,2,5,6,8,9,489,485,27,8,9,12,2,2,0,0,0,0,8,11,4,4,0,0,0,0
2011,Lodi - Corvetto,211,224,1369,524,227,197,596,715,12871,14555,424,256,654,979,60,114,45,31,9,9,336,365,224,391,2,0,1,0
2011,Scalo Romana,98,77,624,245,125,31,256,314,3647,3749,275,122,242,360,20,34,20,2,2,0,58,80,60,116,0,0,0,0
2011,Ex OM - Morivione,57,63,138,53,11,9,99,112,3056,3454,90,64,97,140,8,24,3,6,3,4,27,52,22,69,0,0,0,0
2011,Ripamonti,47,44,150,51,22,18,68,113,5804,6226,133,69,127,223,20,42,9,5,6,4,76,86,71,114,1,0,0,0
2011,Quintosole,0,0,20,13,2,0,2,2,435,124,11,4,4,3,1,0,0,0,1,0,12,8,16,18,0,0,0,0
2011,Ronchetto delle Rane,0,0,29,15,3,5,11,6,326,326,3,2,17,9,1,2,3,2,0,1,1,3,1,2,0,0,0,0
2011,Gratosoglio - Ticinello,65,60,363,296,97,52,141,150,7850,8729,103,91,156,252,9,29,19,21,3,4,67,88,88,132,0,1,0,1
2011,Stadera,126,146,742,328,105,106,392,490,11584,12470,374,183,407,627,46,82,31,26,9,16,163,209,155,273,1,2,0,0
